sid,basin,sphere,season,year,month,day,hour,lat,lon,lmi,occurtime
1982168N13266,EP,NH,1982,1982,6,18,18,14.25,-94.45,60,168.75
1982169N09149,WP,NH,1982,1982,6,23,6,15.9,142.11,55,173.25
1982169N26274,NA,NH,1982,1982,6,18,18,31.4,-80.3,35,168.75
1982176N18114,WP,NH,1982,1982,7,3,6,25.97,129.81,50,183.25
1982179N19128,WP,NH,1982,1982,6,29,6,22.12,131.75,55,179.25
1982183N13253,EP,NH,1982,1982,7,3,0,15.6,-110.6,65,183.0
1982184N13225,EP,NH,1982,1982,7,3,18,14.3,-135.4,35,183.75
1982186S06056,SI,SH,1983,1982,7,5,6,-7.1,55.1,35,4.25
1982188N09262,EP,NH,1982,1982,7,11,12,14.55,-114.95,115,191.5
1982190N09148,WP,NH,1982,1982,7,15,12,16.28,120.08,50,195.5
1982194N10224,EP,NH,1982,1982,7,14,18,13.21,-147.87,65,194.75
1982195N12249,EP,NH,1982,1982,7,14,18,12.0,-114.0,35,194.75
1982197N11240,EP,NH,1982,1982,7,16,18,10.2,-121.7,40,196.75
1982199N11257,EP,NH,1982,1982,7,19,6,13.85,-106.05,90,199.25
1982202N11165,WP,NH,1982,1982,7,28,18,19.53,145.78,130,208.75
1982202N12148,WP,NH,1982,1982,7,28,0,20.97,124.74,65,208.0
1982207N09243,EP,NH,1982,1982,7,29,6,15.16,-132.44,130,209.25
1982210N11245,EP,NH,1982,1982,7,31,6,15.55,-123.52,100,211.25
1982213N12253,EP,NH,1982,1982,8,5,0,14.65,-118.44,40,216.0
1982213N13145,WP,NH,1982,1982,8,9,0,23.79,123.64,110,220.0
1982215N10236,EP,NH,1982,1982,8,7,0,12.35,-142.25,115,218.0
1982220N08154,WP,NH,1982,1982,8,10,12,12.75,137.23,60,221.5
1982221N10236,EP,NH,1982,1982,8,14,12,14.95,-157.55,115,225.5
1982221N10250,EP,NH,1982,1982,8,9,18,11.78,-115.41,55,220.75
1982227N09140,WP,NH,1982,1982,8,23,12,12.65,118.53,100,234.5
1982229N09154,WP,NH,1982,1982,8,22,12,17.37,135.62,125,233.5
1982238N10161,WP,NH,1982,1982,8,29,6,23.16,149.84,115,240.25
1982241N14338,NA,NH,1982,1982,8,31,0,17.0,-35.0,65,242.0
1982242N11191,EP,NH,1982,1982,8,31,12,13.65,-172.12,55,242.5
1982242N13253,EP,NH,1982,1982,9,3,0,15.85,-130.26,110,245.0
1982246N16119,WP,NH,1982,1982,9,5,6,16.26,114.46,55,247.25
1982247N11147,WP,NH,1982,1982,9,9,0,21.55,134.89,75,251.0
1982247N12146,WP,NH,1982,1982,9,4,18,12.9,145.0,35,246.75
1982248N14133,WP,NH,1982,1982,9,12,12,16.95,113.92,95,254.5
1982249N17307,NA,NH,1982,1982,9,7,18,19.5,-60.2,35,249.75
1982252N26269,NA,NH,1982,1982,9,11,12,29.8,-93.8,45,253.5
1982253N10250,EP,NH,1982,1982,9,15,6,18.24,-122.16,105,257.25
1982254N14229,EP,NH,1982,1982,9,11,18,13.7,-133.0,35,253.75
1982257N17140,WP,NH,1982,1982,9,20,0,20.99,124.48,115,262.0
1982257N20172,WP,NH,1982,1982,9,15,12,23.59,165.9,55,257.5
1982257N20291,NA,NH,1982,1982,9,16,0,30.75,-67.21,100,258.0
1982259N15202,EP,NH,1982,1982,9,16,12,15.85,-158.54,50,258.5
1982259N16218,EP,NH,1982,1982,9,16,12,16.85,-141.45,50,258.5
1982261N20150,WP,NH,1982,1982,9,20,0,16.98,141.1,50,262.0
1982262N11258,EP,NH,1982,1982,9,21,6,15.93,-107.54,150,263.25
1982262N12270,EP,NH,1982,1982,9,29,12,21.55,-110.25,120,271.5
1982267N25289,NA,NH,1982,1982,9,25,18,32.3,-68.5,60,267.75
1982272N11156,WP,NH,1982,1982,10,4,12,15.25,139.95,145,276.5
1982274N13265,EP,NH,1982,1982,10,2,0,13.15,-97.04,65,274.0
1982274N25295,NA,NH,1982,1982,10,2,18,30.5,-60.5,45,274.75
1982283N14149,WP,NH,1982,1982,10,10,12,14.6,144.7,35,282.5
1982283N17148,WP,NH,1982,1982,10,14,12,17.51,122.31,140,286.5
1982286N09170,WP,NH,1982,1982,10,20,18,27.62,147.37,120,292.75
1982286N17145,WP,NH,1982,1982,10,14,12,17.9,140.8,50,286.5
1982287N09269,EP,NH,1982,1982,10,17,12,13.35,-107.55,130,289.5
1982287N13091,NI,NH,1982,1982,10,15,6,14.97,85.52,55,287.25
1982287N22137,WP,NH,1982,1982,10,13,18,22.5,135.3,30,285.75
1982290N10084,NI,NH,1982,1982,10,18,12,13.36,80.61,65,290.5
1982292N19105,WP,NH,,,,,,,,,
1982293N09257,EP,NH,1982,1982,10,22,18,14.74,-118.19,65,294.75
1982300S09056,SI,SH,1983,1982,10,28,6,-9.8,55.2,50,119.25
1982304S10171,SP,SH,1983,1982,11,3,18,-14.42,168.6,100,125.75
1982309N11064,NI,NH,1982,1982,11,7,6,15.74,67.16,65,310.25
1982311S09181,SP,SH,1983,1982,11,10,18,-12.7,171.54,65,132.75
1982324N10193,EP,NH,1982,1982,11,20,12,11.4,-166.5,70,323.5
1982325N08176,WP,NH,1982,1982,11,27,6,10.42,162.94,145,330.25
1982334S09060,SI,SH,1983,1982,12,3,18,-16.7,57.73,70,155.75
1982339N07139,WP,NH,1982,1982,12,9,6,15.3,121.8,55,342.25
1982344S09200,SP,SH,1983,1982,12,11,6,-11.36,-157.19,65,163.25
1982353S13064,SI,SH,1983,1982,12,19,0,-12.84,66.1,30,171.0
1982355S09060,SI,SH,1983,1982,12,24,0,-12.4,68.2,85,176.0
1983002S11112,SI,SH,1983,1983,1,8,12,-17.85,117.82,100,191.5
1983010S08049,SI,SH,1983,1983,1,12,18,-16.6,40.61,105,195.75
1983014S15143,SP,SH,1983,1983,1,24,0,-11.15,158.94,55,207.0
1983019S14176,SP,SH,1983,1983,1,25,12,-15.07,173.32,125,208.5
1983022S10218,SP,SH,1983,1983,1,24,0,-14.4,-140.0,85,207.0
1983027S21224,SP,SH,1983,1983,1,26,0,-21.3,-136.0,30,209.0
1983037S18062,SI,SH,1983,1983,2,6,6,-17.9,62.6,35,220.25
1983042S11158,SP,SH,1983,1983,2,26,0,-16.19,152.26,135,240.0
1983051S15214,SP,SH,1983,1983,2,24,18,-19.12,-144.66,70,238.75
1983054S15179,SP,SH,1983,1983,2,28,12,-17.42,175.36,145,242.5
1983056S11193,SP,SH,1983,1983,2,26,12,-12.29,-161.27,65,240.5
1983059S13127,SI,SH,1983,1983,3,1,18,-14.16,124.61,80,243.75
1983059S13204,SP,SH,1983,1983,2,28,0,-14.0,-153.0,60,242.0
1983066S11213,SP,SH,1983,1983,3,10,0,-15.25,-150.66,85,252.0
1983079S13224,SP,SH,1983,1983,3,21,6,-18.65,-135.05,65,263.25
1983082S11180,SP,SH,1983,1983,3,28,0,-20.2,-178.52,105,270.0
1983082S15216,SP,SH,1983,1983,3,22,0,-14.5,-144.5,25,264.0
1983086S08204,SP,SH,1983,1983,3,31,0,-17.62,-167.69,135,273.0
1983092S10125,SI,SH,1983,1983,4,6,18,-16.52,114.21,60,279.75
1983097S10224,SP,SH,1983,1983,4,8,6,-11.91,-139.9,65,281.25
1983105S09228,SP,SH,1983,1983,4,21,6,-20.36,-137.47,125,294.25
1983110S12080,SI,SH,1983,1983,4,21,18,-13.53,81.85,60,294.75
1983112S10096,SI,SH,1983,1983,4,25,0,-13.65,103.4,65,298.0
1983141N07269,EP,NH,1983,1983,5,24,18,12.66,-104.34,120,143.75
1983160N11266,EP,NH,1983,1983,6,14,0,13.65,-112.35,130,164.0
1983167N05145,WP,NH,1983,1983,6,21,18,9.88,124.96,60,171.75
1983173S11056,SI,SH,1983,1983,6,22,0,-10.8,55.8,25,356.0
1983183N11251,EP,NH,1983,1983,7,5,6,16.7,-117.0,40,185.25
1983186N04153,WP,NH,1983,1983,7,14,6,13.11,124.43,100,194.25
1983187N12259,EP,NH,1983,1983,7,8,0,17.75,-109.77,65,188.0
1983188N06136,WP,NH,1983,1983,7,12,12,18.02,112.36,55,192.5
1983192S05089,SI,SH,1984,1983,7,12,12,-7.45,84.65,60,11.5
1983193N11256,EP,NH,1983,1983,7,14,6,15.19,-112.79,80,194.25
1983198N18255,EP,NH,1983,1983,7,20,6,20.46,-114.54,55,200.25
1983201N08144,WP,NH,1983,1983,7,24,6,20.11,122.99,90,204.25
1983205N10322,NA,NH,1983,1983,7,27,12,13.7,-60.1,45,207.5
1983205N11265,EP,NH,1983,1983,7,26,12,11.75,-111.37,80,206.5
1983208N11265,EP,NH,1983,1983,7,30,12,11.65,-111.75,125,210.5
1983209N12333,NA,NH,1983,1983,7,31,0,15.3,-47.1,40,211.0
1983212N06151,WP,NH,1983,1983,8,8,12,16.91,132.14,150,219.5
1983213N10199,EP,NH,1983,1983,7,31,0,10.0,-161.0,25,211.0
1983220N16111,WP,NH,1983,1983,8,10,18,15.55,115.44,45,221.75
1983221N13254,EP,NH,1983,1983,8,11,12,20.35,-115.66,90,222.5
1983221N22066,NI,NH,1983,1983,8,10,0,20.8,60.2,50,221.0
1983223N23143,WP,NH,1983,1983,8,14,0,30.88,145.1,45,225.0
1983227N15142,WP,NH,1983,1983,8,14,0,14.5,141.5,25,225.0
1983228N27270,NA,NH,1983,1983,8,18,6,28.85,-94.94,95,229.25
1983229N15140,WP,NH,1983,1983,8,24,0,25.14,144.24,55,235.0
1983236N26284,NA,NH,1983,1983,8,28,18,25.4,-97.5,65,239.75
1983237N11253,EP,NH,1983,1983,8,25,18,13.39,-111.21,55,236.75
1983237N25128,WP,NH,1983,1983,8,25,18,26.42,128.83,35,236.75
1983239N10183,WP,NH,1983,1983,9,6,6,18.45,123.15,130,248.25
1983243N11184,EP,NH,1983,1983,8,31,12,11.9,-177.9,35,242.5
1983243N12259,EP,NH,1983,1983,9,3,18,19.03,-108.43,150,245.75
1983249N15260,EP,NH,1983,1983,9,9,12,18.25,-107.78,80,251.5
1983254N30296,NA,NH,1983,1983,9,12,12,34.0,-56.3,50,254.5
1983255N12261,EP,NH,1983,1983,9,17,6,20.16,-114.64,110,259.25
1983259N08161,WP,NH,1983,1983,9,25,18,25.54,126.03,130,267.75
1983264N15248,EP,NH,1983,1983,9,24,6,15.85,-124.14,65,266.25
1983270N28287,NA,NH,1983,1983,9,30,0,36.4,-74.0,50,272.0
1983271N12242,EP,NH,1983,1983,9,29,12,14.9,-121.7,60,271.5
1983271N18118,WP,NH,1983,1983,9,29,6,19.27,113.78,55,271.25
1983274N12251,EP,NH,1983,1983,10,4,0,15.25,-117.94,115,276.0
1983274N15119,WP,NH,1983,1983,10,3,12,19.05,106.48,50,275.5
1983274N18089,NI,NH,1983,1983,10,3,12,17.9,84.3,40,275.5
1983276N06130,WP,NH,1983,1983,10,5,18,9.45,118.14,55,277.75
1983279N04140,WP,NH,1983,1983,10,13,12,21.52,112.66,65,285.5
1983279N17148,WP,NH,1983,1983,10,9,0,23.6,132.06,70,281.0
1983281N12256,EP,NH,1983,1983,10,11,6,12.16,-119.36,140,283.25
1983282N09155,WP,NH,1983,1983,10,15,0,9.3,118.56,55,287.0
1983283N13230,EP,NH,1983,1983,10,14,6,10.34,-150.68,55,286.25
1983285N09260,EP,NH,1983,1983,10,19,12,22.35,-107.05,140,291.5
1983287N09164,WP,NH,1983,1983,10,26,0,17.8,107.9,65,298.0
1983295S08089,SI,SH,1984,1983,10,27,18,-13.66,86.23,65,118.75
1983299N07172,WP,NH,1983,1983,11,4,0,18.35,135.4,160,307.0
1983301N11119,WP,NH,1983,1983,10,28,6,11.5,116.0,40,300.25
1983306N08259,EP,NH,1983,1983,11,3,6,8.5,-105.0,35,306.25
1983309N10091,NI,NH,1983,1983,11,8,0,16.9,89.6,65,311.0
1983311N15161,WP,NH,1983,1983,11,8,6,17.38,155.38,45,311.25
1983315S06090,SI,SH,1984,1983,11,11,12,-8.7,92.2,45,133.5
1983316S10094,SI,SH,1984,1983,11,13,0,-13.3,95.7,45,135.0
1983317N12153,WP,NH,1983,1983,11,23,18,17.33,126.1,160,326.75
1983319N05157,WP,NH,1983,1983,11,21,12,7.8,144.6,55,324.5
1983321N11111,WP,NH,1983,1983,11,19,0,8.97,112.8,65,322.0
1983324S08073,SI,SH,1984,1983,11,21,6,-10.1,71.9,55,143.25
1983325N08148,WP,NH,1983,1983,11,21,18,9.17,145.57,55,324.75
1983330S11113,SI,SH,1984,1983,11,28,18,-15.9,116.87,60,150.75
1983334N08146,WP,NH,1983,1983,11,30,18,9.9,142.3,45,333.75
1983334N09142,WP,NH,1983,1983,12,3,0,15.88,131.1,55,336.0
1983338N19133,WP,NH,1983,1983,12,4,18,18.95,138.05,60,337.75
1983339N13257,EP,NH,1983,1983,12,5,12,16.15,-104.46,60,338.5
1983339S10065,SI,SH,1984,1983,12,12,0,-14.45,46.15,115,164.0
1983343S14148,SP,SH,1984,1983,12,11,18,-14.53,151.24,60,163.75
1983347N06154,WP,NH,1983,1983,12,17,0,14.66,133.26,55,350.0
1983347S16154,SP,SH,1984,1983,12,13,12,-17.5,153.2,30,165.5
1983352N08129,WP,NH,1983,1983,12,18,12,10.0,131.2,35,351.5
1983353S06130,SI,SH,1984,1983,12,20,0,-7.05,128.06,50,172.0
1983353S08070,SI,SH,1984,1983,12,21,0,-10.75,67.34,65,173.0
1983359S13083,SI,SH,1984,1983,12,26,6,-14.32,81.03,55,178.25
1983360S13174,SP,SH,1984,1983,12,27,18,-15.91,170.25,65,179.75
1984002S14108,SI,SH,1984,1984,1,5,18,-11.1,102.04,60,188.75
1984005S15044,SI,SH,1984,1984,1,5,12,-18.11,43.12,45,188.5
1984011S18149,SP,SH,1984,1984,1,16,0,-20.55,152.33,65,199.0
1984016S15073,SI,SH,1984,1984,1,19,0,-15.58,54.62,65,202.0
1984020S11077,SI,SH,1984,1984,1,20,18,-15.31,73.64,65,203.75
1984022S08086,SI,SH,1984,1984,1,25,18,-15.18,84.71,65,208.75
1984025S14073,SI,SH,1984,1984,1,30,0,-13.66,56.21,50,213.0
1984032S15160,SP,SH,1984,1984,2,4,0,-20.05,166.88,65,218.0
1984033S12115,SI,SH,1984,1984,2,8,0,-16.55,105.82,60,222.0
1984035S09101,SI,SH,1984,1984,2,16,12,-18.9,79.46,110,230.5
1984035S15152,SP,SH,1984,1984,2,5,6,-17.29,155.34,65,219.25
1984038S12073,SI,SH,1984,1984,2,11,12,-14.94,74.18,55,225.5
1984038S15434,SI,SH,1984,1984,2,12,18,-16.6,72.7,60,226.75
1984039S12072,SI,SH,1984,1984,2,7,18,-12.26,70.28,30,221.75
1984041S17042,SI,SH,1984,1984,2,18,12,-28.98,32.93,35,232.5
1984043S15074,SI,SH,1984,1984,2,12,18,-16.3,72.8,60,226.75
1984048S16120,SI,SH,1984,1984,2,21,0,-21.0,110.4,115,235.0
1984049S20076,SI,SH,1984,1984,2,17,0,-19.97,76.21,90,231.0
1984051S17147,SP,SH,1984,1984,2,23,0,-16.57,153.8,95,237.0
1984051S20163,SP,SH,1984,1984,2,21,12,-21.6,172.2,40,235.5
1984057S14124,SI,SH,1984,1984,2,26,18,-14.82,123.21,65,240.75
1984062S12131,SI,SH,1984,1984,3,4,0,-11.63,133.48,55,247.0
1984066S12151,SP,SH,1984,1984,3,9,6,-14.06,138.07,60,252.25
1984067S09101,SI,SH,1984,1984,3,14,0,-17.02,85.74,115,257.0
1984076S13173,SP,SH,1984,1984,3,17,18,-18.59,177.16,65,260.75
1984077S12149,SP,SH,1984,1984,3,22,6,-15.0,137.8,145,265.25
1984078S18176,SP,SH,1984,1984,3,18,12,-19.4,176.6,35,261.5
1984083S16174,SP,SH,1984,1984,3,28,0,-9.75,-179.44,60,271.0
1984094S10080,SI,SH,1984,1984,4,8,6,-12.8,53.65,125,282.25
1984094S14156,SP,SH,1984,1984,4,6,18,-19.37,152.1,45,280.75
1984102S14046,SI,SH,1984,1984,4,11,12,-14.73,43.38,30,285.5
1984139N09260,EP,NH,1984,1984,5,20,12,9.35,-116.45,75,140.5
1984150N12266,EP,NH,1984,1984,5,30,12,12.95,-97.25,75,150.5
1984159N12116,WP,NH,1984,1984,6,8,12,13.16,112.66,35,159.5
1984164N28285,NA,NH,1984,1984,6,13,12,29.8,-80.3,50,164.5
1984169N14257,EP,NH,1984,1984,6,24,0,19.35,-116.15,90,175.0
1984169N20137,WP,NH,1984,1984,6,24,0,20.95,118.2,60,175.0
1984171N20266,NA,NH,1984,1984,6,19,6,21.2,-96.2,35,170.25
1984177N10254,EP,NH,1984,1984,6,28,6,12.94,-118.93,120,179.25
1984180N10258,EP,NH,1984,1984,7,3,0,16.65,-117.06,120,184.0
1984180N16130,WP,NH,1984,1984,7,2,6,18.11,123.32,60,183.25
1984184N06139,WP,NH,1984,1984,7,8,6,19.51,114.8,55,189.25
1984186N16154,WP,NH,1984,1984,7,10,0,21.85,144.34,100,191.0
1984186N16256,EP,NH,1984,1984,7,6,12,19.35,-108.75,110,187.5
1984189N11265,EP,NH,1984,1984,7,10,12,17.9,-107.0,110,191.5
1984204N21162,WP,NH,1984,1984,7,28,12,21.25,152.37,110,209.5
1984206N12312,NA,NH,1984,1984,7,25,12,13.35,-58.02,55,206.5
1984207N29135,WP,NH,1984,1984,7,29,12,29.85,130.74,105,210.5
1984210N16249,EP,NH,1984,1984,7,31,0,17.6,-122.2,45,212.0
1984214N12143,WP,NH,1984,1984,8,7,0,24.54,123.06,55,219.0
1984215N16137,WP,NH,1984,1984,8,2,18,14.2,135.5,30,214.75
1984217N14264,EP,NH,1984,1984,8,8,0,18.05,-113.15,90,220.0
1984220N03145,WP,NH,1984,1984,8,10,0,10.7,130.2,45,222.0
1984220N37292,NA,NH,1984,1984,8,7,6,37.8,-64.6,35,219.25
1984222N20115,WP,NH,1984,1984,8,10,6,19.0,110.8,45,222.25
1984225N18142,WP,NH,1984,1984,8,19,0,26.14,126.24,80,231.0
1984227N18118,WP,NH,1984,1984,8,19,6,19.13,112.02,55,231.25
1984227N21135,WP,NH,1984,1984,8,17,0,21.0,130.5,55,229.0
1984228N15261,EP,NH,1984,1984,8,16,18,16.94,-104.27,60,228.75
1984230N09210,EP,NH,1984,1984,8,20,6,14.64,-169.44,75,232.25
1984230N12226,EP,NH,1984,1984,8,18,0,12.6,-138.8,65,230.0
1984231N33295,NA,NH,1984,1984,8,20,6,42.5,-50.8,55,232.25
1984234N16147,WP,NH,1984,1984,8,21,18,16.75,144.85,55,233.75
1984236N42146,WP,NH,1984,1984,8,22,0,41.5,146.0,35,234.0
1984237N11230,EP,NH,1984,1984,8,25,6,11.39,-136.41,55,237.25
1984238N18137,WP,NH,1984,1984,9,3,6,34.5,129.0,55,246.25
1984239N08146,WP,NH,1984,1984,9,4,18,17.43,113.24,125,247.75
1984239N16246,EP,NH,1984,1984,8,28,0,17.55,-121.58,55,240.0
1984242N11309,NA,NH,1984,1984,8,30,6,13.0,-57.0,55,242.25
1984244N13319,NA,NH,1984,1984,9,1,6,16.66,-48.22,45,244.25
1984244N37293,NA,NH,1984,1984,9,1,12,42.9,-56.9,40,244.5
1984247N27180,EP,NH,1984,1984,9,4,18,31.41,-177.91,45,247.75
1984250N17256,EP,NH,1984,1984,9,8,0,23.45,-113.35,55,251.0
1984251N21264,NA,NH,1984,1984,9,7,6,22.0,-96.6,35,250.25
1984253N29283,NA,NH,1984,1984,9,12,6,33.95,-77.34,105,255.25
1984255N25173,WP,NH,1984,1984,9,13,18,20.99,171.42,55,256.75
1984258N20264,NA,NH,1984,1984,9,14,18,20.5,-96.0,50,257.75
1984259N19245,EP,NH,1984,1984,9,20,12,18.55,-116.65,145,263.5
1984260N14339,NA,NH,1984,1984,9,18,18,21.1,-32.8,70,261.75
1984261N29295,NA,NH,1984,1984,9,17,0,29.6,-65.5,30,260.0
1984262N14259,EP,NH,1984,1984,9,22,0,16.25,-100.96,115,265.0
1984267N18120,WP,NH,1984,1984,9,26,18,15.1,110.29,55,269.75
1984267N31302,NA,NH,1984,1984,9,28,6,32.3,-60.2,45,271.25
1984270N13262,EP,NH,1984,1984,10,1,12,19.25,-113.83,90,274.5
1984270N19141,WP,NH,1984,1984,9,26,18,20.33,142.7,35,269.75
1984270N22147,WP,NH,1984,1984,9,29,0,24.26,150.74,55,272.0
1984270N23287,NA,NH,1984,1984,9,26,6,24.5,-76.0,40,269.25
1984277N07151,WP,NH,1984,1984,10,10,6,36.81,173.74,50,283.25
1984281N13146,WP,NH,1984,1984,10,12,12,23.71,151.3,60,285.5
1984281N24291,NA,NH,1984,1984,10,11,6,29.05,-72.23,90,284.25
1984282N11263,EP,NH,1984,1984,10,9,12,12.15,-103.95,55,282.5
1984283N09139,WP,NH,1984,1984,10,12,18,18.51,144.08,55,285.75
1984284N11116,WP,NH,1984,1984,10,12,0,12.26,111.78,60,285.0
1984284N20152,WP,NH,1984,1984,10,10,0,21.0,153.0,30,283.0
1984285N17089,NI,NH,1984,1984,10,11,18,18.42,88.6,65,284.75
1984290N06153,WP,NH,1984,1984,10,22,0,26.21,145.22,135,295.0
1984291N13130,WP,NH,1984,1984,10,24,12,13.98,115.76,60,297.5
1984292N08151,WP,NH,1984,1984,10,18,18,10.76,149.03,55,291.75
1984292N12133,WP,NH,1984,1984,10,18,0,11.8,130.2,35,291.0
1984293N12126,WP,NH,1984,1984,10,19,12,12.5,124.0,30,292.5
1984294N04163,WP,NH,1984,1984,10,26,12,15.85,131.88,155,299.5
1984299N18127,WP,NH,1984,1984,10,25,0,18.0,126.5,35,298.0
1984299N26289,NA,NH,1984,1984,10,27,18,29.5,-87.8,30,300.75
1984302N00149,WP,NH,1984,1984,11,4,12,10.77,127.43,130,308.5
1984305N13262,EP,NH,1984,1984,11,2,18,15.34,-113.94,60,306.75
1984311N15291,NA,NH,1984,1984,11,8,12,19.7,-62.2,75,312.5
1984313N14154,WP,NH,1984,1984,11,14,18,14.41,131.03,160,318.75
1984314N09088,NI,NH,1984,1984,11,13,6,13.65,80.85,110,317.25
1984314S08081,SI,SH,1985,1984,11,11,6,-9.75,71.95,60,133.25
1984317N04164,WP,NH,1984,1984,11,20,0,21.05,133.27,110,324.0
1984325S15052,SI,SH,1985,1984,11,20,6,-14.33,50.44,35,142.25
1984329N27281,NA,NH,1984,1984,11,27,6,27.1,-55.4,45,331.25
1984332N08086,NI,NH,1984,1984,11,28,6,9.32,84.68,65,332.25
1984336N05156,WP,NH,1984,1984,12,8,12,16.47,131.24,125,342.5
1984337S11082,SI,SH,1985,1984,12,4,12,-15.57,74.44,65,156.5
1984339N05142,WP,NH,1984,1984,12,4,18,7.19,137.95,40,338.75
1984339S05102,SI,SH,1985,1984,12,8,12,-9.72,99.81,90,160.5
1984343S10132,SP,SH,1985,1984,12,13,0,-14.85,137.41,85,165.0
1984348N35300,NA,NH,1984,1984,12,21,12,29.0,-52.0,85,355.5
1984355S16129,SI,SH,1985,1984,12,25,0,-17.25,117.81,55,177.0
1984361S08178,SP,SH,1985,1984,12,26,18,-9.13,179.78,65,178.75
1984361S12146,SP,SH,1985,1984,12,27,18,-18.09,154.14,65,179.75
1984362S11165,SP,SH,1985,1984,12,28,6,-16.15,168.85,65,180.25
1985004N04131,WP,NH,1985,1985,1,7,0,10.49,134.27,40,6.0
1985005N04157,WP,NH,1985,1985,1,6,0,4.1,156.1,55,5.0
1985005N08133,WP,NH,1985,1985,1,6,18,12.0,134.33,65,5.75
1985008N10148,WP,NH,1985,1985,1,8,0,10.4,148.2,35,7.0
1985009S11072,SI,SH,1985,1985,1,15,6,-20.33,54.0,65,198.25
1985009S12182,SP,SH,1985,1985,1,11,12,-14.52,-174.35,60,194.5
1985012S11085,SI,SH,1985,1985,1,15,12,-15.35,85.32,60,198.5
1985012S16161,SP,SH,1985,1985,1,16,18,-16.68,172.21,90,199.75
1985013N11131,WP,NH,1985,1985,1,13,18,10.8,131.6,35,12.75
1985014S16151,SP,SH,1985,1985,1,18,18,-15.97,172.68,120,201.75
1985017S15146,SP,SH,1985,1985,1,18,18,-15.54,156.45,100,201.75
1985019S23191,SP,SH,1985,1985,1,18,0,-22.5,-169.2,55,201.0
1985025S09073,SI,SH,1985,1985,1,27,6,-15.3,66.77,60,210.25
1985025S15203,SP,SH,1985,1985,1,26,12,-18.3,-160.88,60,209.5
1985026S16126,SI,SH,1985,1985,1,29,6,-18.34,119.89,55,212.25
1985033S12157,SP,SH,1985,1985,2,3,0,-14.33,153.8,55,217.0
1985034S12082,SI,SH,1985,1985,2,8,18,-16.6,55.32,65,222.75
1985040S17054,SI,SH,1985,1985,2,11,6,-17.1,53.4,40,225.25
1985041S14129,SI,SH,1985,1985,2,13,0,-16.05,119.34,60,227.0
1985042S08101,SI,SH,1985,1985,2,18,6,-17.86,101.63,70,232.25
1985042S18060,SI,SH,1985,1985,2,16,0,-15.85,56.07,60,230.0
1985043S16042,SI,SH,1985,1985,2,13,12,-14.73,44.69,55,227.5
1985046S09128,SI,SH,1985,1985,2,19,18,-14.71,113.97,65,233.75
1985049S12143,SP,SH,1985,1985,2,21,0,-18.6,148.7,60,235.0
1985050S12076,SI,SH,1985,1985,2,21,0,-18.35,86.75,55,235.0
1985051S11135,SP,SH,1985,1985,2,20,12,-10.31,136.55,35,234.5
1985060S11112,SI,SH,1985,1985,3,9,18,-15.89,84.77,135,251.75
1985062S15170,SP,SH,1985,1985,3,4,18,-17.72,172.25,60,246.75
1985065S09118,SI,SH,1985,1985,3,9,18,-18.14,121.95,65,251.75
1985070S17175,SP,SH,1985,1985,3,16,6,-15.25,173.91,155,258.25
1985078S14138,SP,SH,1985,1985,3,22,18,-13.68,138.66,130,264.75
1985086S13152,SP,SH,1985,1985,3,28,18,-13.18,149.53,65,270.75
1985097S09076,SI,SH,1985,1985,4,13,0,-18.77,63.33,75,286.0
1985100S07104,SI,SH,1985,1985,4,13,18,-10.71,100.0,65,286.75
1985101S10136,SI,SH,1985,1985,4,12,12,-11.5,131.9,60,285.5
1985110N12127,WP,NH,1985,1985,4,23,18,19.37,139.47,45,112.75
1985136N07129,WP,NH,1985,1985,5,24,6,21.47,129.09,100,143.25
1985143N16088,NI,NH,1985,1985,5,24,12,20.5,90.4,65,143.5
1985148N15067,NI,NH,1985,1985,5,30,6,20.78,68.41,50,149.25
1985157N16259,EP,NH,1985,1985,6,7,12,17.45,-109.85,60,157.5
1985158N10267,EP,NH,1985,1985,6,9,12,13.05,-101.44,75,159.5
1985159N09241,EP,NH,1985,1985,6,8,12,8.7,-120.3,45,158.5
1985162N05154,WP,NH,1985,1985,6,23,0,20.92,117.92,100,173.0
1985166N19111,WP,NH,1985,1985,6,20,12,19.05,108.05,40,170.5
1985168N05156,WP,NH,1985,1985,6,27,12,16.91,129.59,105,177.5
1985168N22122,WP,NH,1985,1985,6,17,12,22.3,122.4,35,167.5
1985177N10258,EP,NH,1985,1985,7,1,0,16.95,-121.64,125,181.0
1985178N10236,EP,NH,1985,1985,6,29,12,12.75,-131.95,65,179.5
1985179N21115,WP,NH,1985,1985,6,28,6,21.4,115.5,30,178.25
1985183N08136,WP,NH,1985,1985,7,4,12,11.9,127.6,50,184.5
1985184N15258,EP,NH,1985,1985,7,4,6,20.09,-108.48,60,184.25
1985189N12260,EP,NH,1985,1985,7,9,12,18.05,-109.25,60,189.5
1985197N29296,NA,NH,1985,1985,7,17,12,34.4,-67.3,45,197.5
1985199N08143,WP,NH,1985,1985,7,23,0,24.01,145.09,60,203.0
1985199N18248,EP,NH,1985,1985,7,19,0,21.5,-113.5,35,199.0
1985201N12256,EP,NH,1985,1985,7,24,12,17.95,-116.15,120,204.5
1985202N13226,EP,NH,1985,1985,7,23,12,14.39,-142.95,120,203.5
1985202N26275,NA,NH,1985,1985,7,22,0,25.6,-84.4,35,202.0
